Name,Code,Average Profit[%],Pred Accuracy[%],Tomorrow Pred
롯데칠성,005300.KS,-0.6406038547596069,28.599999999999998,12.000000476837158
롯데케미칼,011170.KS,-0.9609203465874493,57.099999999999994,-5.0
롯데푸드,002270.KS,-0.7683461567489116,28.599999999999998,8.999999761581421
롯데하이마트,071840.KS,-0.14890897339367193,42.9,10.0
만도,204320.KS,0.38932453715965826,57.099999999999994,-6.000000238418579
메리츠증권,008560.KS,0.9701169995999491,85.7,-11.000000238418579
미래에셋대우,006800.KS,0.2750180223929445,42.9,11.000000238418579
보령제약,003850.KS,-1.6768356698504292,57.099999999999994,-6.9999998807907104
부광약품,003000.KS,1.1911158567247249,71.39999999999999,-8.999999761581421
빙그레,005180.KS,0.02977774831355116,42.9,6.9999998807907104
삼성SDI,006400.KS,-1.3583327631387347,28.599999999999998,-8.999999761581421
삼성물산,028260.KS,0.3527257444798812,57.099999999999994,4.000000059604645
삼성바이오로직스,207940.KS,0.41745210117451015,57.099999999999994,-12.999999523162842
삼성생명,032830.KS,-1.0843234664061128,14.299999999999999,8.999999761581421
삼성에스디에스,018260.KS,0.021554860047372313,42.9,2.0000000298023224
삼성엔지니어링,028050.KS,-1.3426560891140347,28.599999999999998,8.999999761581421
삼성전기,009150.KS,-0.9666398304627334,28.599999999999998,-8.999999761581421
삼성전자,005930.KS,-1.025476260902353,28.599999999999998,-8.00000011920929
삼성중공업,010140.KS,-1.1545313732221305,28.599999999999998,-1.0000000149011612
삼성증권,016360.KS,-0.7026332727073387,28.599999999999998,11.000000238418579
삼성카드,029780.KS,0.17572374517232406,57.099999999999994,2.0000000298023224
삼성화재,000810.KS,1.095822176816416,85.7,-8.999999761581421
삼양사,145990.KS,1.2532948541276099,85.7,4.000000059604645
삼양홀딩스,000070.KS,0.6330279695431832,85.7,0.0
세방전지,004490.KS,-1.1263941832755127,57.099999999999994,-12.000000476837158
세아베스틸,001430.KS,0.08061656593346792,28.599999999999998,4.000000059604645
셀트리온,068270.KS,0.8728434572771954,42.9,-11.000000238418579
신세계,004170.KS,0.055402417080600355,71.39999999999999,12.000000476837158
신세계인터내셔날,031430.KS,-1.0145976856547259,14.299999999999999,-12.000000476837158
신한지주,055550.KS,-0.3114783275206737,28.599999999999998,10.0
쌍용양회,003410.KS,-0.9790659968819712,14.299999999999999,4.000000059604645
아모레G,002790.KS,-1.00505015497405,42.9,8.00000011920929
아모레퍼시픽,090430.KS,-1.396800094373176,14.299999999999999,-12.999999523162842
아시아나항공,020560.KS,0.0,0.0,-17.999999523162842
아이에스동서,010780.KS,0.9691124700618765,85.7,-12.999999523162842
애경산업,018250.KS,-0.2732303879087773,42.9,8.00000011920929
에스원,012750.KS,0.15538469909221053,57.099999999999994,-13.999999761581421
엔씨소프트,036570.KS,0.24253849083703985,71.39999999999999,-8.00000011920929
영원무역,111770.KS,1.2260561988319532,71.39999999999999,-6.000000238418579
영진약품,003520.KS,1.2468409806793124,71.39999999999999,6.9999998807907104
영풍,000670.KS,-0.27661643826678406,57.099999999999994,8.999999761581421
오뚜기,007310.KS,0.19385060368915802,42.9,-3.0000001192092896
오리온,271560.KS,0.890690486310592,57.099999999999994,-8.00000011920929
오리온홀딩스,001800.KS,0.05393746138609085,42.9,16.00000023841858
우리금융지주,316140.KS,-0.2337865685433949,42.9,3.0000001192092896
유니드,014830.KS,0.519518406731936,57.099999999999994,-10.0
유한양행,000100.KS,0.7332795860886063,57.099999999999994,-10.0
이노션,214320.KS,-0.09806814706736741,42.9,6.000000238418579
이마트,139480.KS,-3.2628781772641546,14.299999999999999,8.999999761581421
일양약품,007570.KS,-0.023621750451871332,42.9,-11.000000238418579
일진머티리얼즈,020150.KS,-0.4531637502281275,57.099999999999994,-6.9999998807907104
제일기획,030000.KS,0.7271130289649786,57.099999999999994,-11.000000238418579
종근당,185750.KS,2.4515390633171483,85.7,-12.000000476837158
카카오,035720.KS,-0.06221076366807025,57.099999999999994,-8.00000011920929
코스맥스,192820.KS,0.7111217704649405,57.099999999999994,-10.0
코오롱인더,120110.KS,-0.7793062556375183,42.9,-0.0
코웨이,021240.KS,-0.9389632865560014,28.599999999999998,-6.000000238418579
쿠쿠홀딩스,192400.KS,-0.4702374927665006,14.299999999999999,-0.0
쿠쿠홈시스,284740.KS,0.2053257571137608,57.099999999999994,-10.0
태광산업,003240.KS,0.38674046982168137,42.9,10.0
태영건설,009410.KS,-0.14746045922730838,42.9,6.000000238418579
팬오션,028670.KS,-2.1457473914423946,14.299999999999999,8.999999761581421
포스코인터내셔널,047050.KS,0.7629546647363998,28.599999999999998,10.0
포스코케미칼,003670.KS,-0.22041966647489047,57.099999999999994,-8.00000011920929
풍산,103140.KS,-0.7370546252387157,28.599999999999998,8.999999761581421
하나금융지주,086790.KS,-1.3504325011303009,14.299999999999999,10.0
하이트진로,000080.KS,0.41079176837042686,57.099999999999994,-12.000000476837158
한국가스공사,036460.KS,-1.7038246773636385,14.299999999999999,-8.999999761581421
한국금융지주,071050.KS,0.32416734427956617,57.099999999999994,-8.00000011920929
한국전력,015760.KS,-1.4215575123231006,0.0,-3.0000001192092896
한국조선해양,009540.KS,-0.8737499753743815,28.599999999999998,6.000000238418579
한국콜마,161890.KS,-0.5319348272249496,14.299999999999999,-3.0000001192092896
한국타이어앤테크놀로지,161390.KS,-0.41731992307679144,42.9,-8.999999761581421
한국테크놀로지그룹,000240.KS,0.7801128293956986,71.39999999999999,-0.0
한국항공우주,047810.KS,-1.1544097327491158,28.599999999999998,-8.00000011920929
한라홀딩스,060980.KS,-1.5992313469256954,28.599999999999998,8.999999761581421
한미사이언스,008930.KS,-0.2790953077579187,57.099999999999994,-6.9999998807907104
한미약품,128940.KS,-0.09536459223734317,57.099999999999994,-8.999999761581421
한샘,009240.KS,-0.14133122591604116,57.099999999999994,-8.999999761581421
한섬,020000.KS,-1.03102973047962,28.599999999999998,-11.000000238418579
한세실업,105630.KS,-1.1413238178385408,28.599999999999998,-6.000000238418579
한솔케미칼,014680.KS,0.017711082958212776,57.099999999999994,-11.000000238418579
한온시스템,018880.KS,0.16612131920331827,57.099999999999994,-8.999999761581421
한올바이오파마,009420.KS,1.8737295370760692,85.7,-8.999999761581421
한일현대시멘트,006390.KS,0.09728908507221133,71.39999999999999,8.999999761581421
한전KPS,051600.KS,0.07475634843629679,42.9,8.999999761581421
한전기술,052690.KS,-1.0723966069836997,42.9,5.0
한진칼,180640.KS,-1.0403762837273829,28.599999999999998,11.000000238418579
한화,000880.KS,-0.39027750709767683,28.599999999999998,-5.0
한화생명,088350.KS,2.249080762930995,42.9,10.0
한화솔루션,009830.KS,1.5382741092725911,57.099999999999994,-11.000000238418579
한화에어로스페이스,012450.KS,1.8283433568368879,57.099999999999994,6.000000238418579
현대건설,000720.KS,0.38141711478686396,71.39999999999999,8.999999761581421
현대그린푸드,005440.KS,0.46241692388173444,57.099999999999994,8.999999761581421
현대글로비스,086280.KS,-1.3141789329211508,28.599999999999998,11.000000238418579
현대로템,064350.KS,-1.4922523671387447,42.9,-8.00000011920929
현대모비스,012330.KS,-2.0032018641469973,42.9,8.00000011920929
현대미포조선,010620.KS,0.5023284654284235,57.099999999999994,3.0000001192092896
현대백화점,069960.KS,-0.3447613535868022,28.599999999999998,8.999999761581421
현대엘리베이,017800.KS,0.6949234284705005,57.099999999999994,10.0
현대위아,011210.KS,-0.021127296188738702,42.9,8.00000011920929
현대제철,004020.KS,-0.5638904354713602,28.599999999999998,11.000000238418579
현대중공업지주,267250.KS,0.6568755389643568,57.099999999999994,-8.00000011920929
현대차,005380.KS,0.8316085509741047,42.9,-8.999999761581421
현대해상,001450.KS,0.7522052163060361,71.39999999999999,-6.9999998807907104
현대홈쇼핑,057050.KS,0.7287225695689601,57.099999999999994,-6.000000238418579
호텔신라,008770.KS,-0.13561291510840656,42.9,-6.9999998807907104
화승엔터프라이즈,241590.KS,-0.05798353600530261,57.099999999999994,-8.999999761581421
효성,004800.KS,0.6147078122894355,71.39999999999999,-11.000000238418579
후성,093370.KS,1.2828894318740056,71.39999999999999,-12.000000476837158
휠라홀딩스,081660.KS,0.056544824192402414,57.099999999999994,-6.9999998807907104
휴켐스,069260.KS,1.6617855992895867,100.0,-8.999999761581421
